0,0,0,0
0,-4,5,1
0,-14,17,6
0,-18,23,7
0,-22,27,8
0,-25,31,9
0,-28,35,9
0,-30,38,10
0,-33,41,10
0,-35,44,11
0,-37,47,11
0,-39,49,12
0,-41,52,12
0,-43,54,12
0,-45,56,13
0,-47,59,13
0,-49,61,13
0,-50,63,14
0,-52,65,14
0,-54,67,15
0,-54,68,14
10,-61,76,20
36,-65,82,25
46,-68,89,30
48,-68,90,39
48,-67,90,48
48,-64,90,56
48,-60,90,62
48,-55,90,67
48,-48,90,71
48,-41,90,73
48,-34,89,74
48,-26,89,72
48,-17,89,70
48,-9,88,66
48,-1,88,61
48,6,86,55
48,15,84,50
48,24,80,44
48,34,76,38
-91,0,0,0
48,34,75,38
49,32,75,39
49,29,76,39
49,26,76,40
49,24,76,40
49,21,76,40
49,19,76,40
50,17,76,40
50,15,75,40
50,13,74,40
50,11,74,39
50,10,73,39
51,8,72,38
51,7,71,38
51,6,69,37
51,6,67,36
51,6,65,36
52,6,63,35
52,6,61,34
52,7,58,33
52,7,58,33
50,4,60,34
49,0,63,37
47,-2,66,39
46,-6,69,41
44,-9,71,43
42,-12,73,45
39,-16,75,47
37,-18,77,48
35,-21,78,50
32,-24,80,52
29,-26,81,53
26,-28,82,54
23,-31,83,56
19,-32,84,57
16,-34,85,58
12,-35,86,58
8,-37,86,59
4,-37,87,59
0,-38,87,60
91,0,0,0
0,-37,86,59
0,-36,85,58
0,-35,84,57
0,-34,83,56
0,-33,82,55
0,-32,81,54
0,-31,80,53
0,-30,79,52
0,-29,78,51
0,-28,77,50
0,-27,76,49
0,-26,75,48
0,-25,74,47
0,-24,73,46
0,-23,72,45
0,-22,71,44
0,-21,70,43
0,-20,69,42
0,-19,68,41
0,-18,67,40
0,-17,66,39
0,-16,65,38
0,-15,64,37
0,-14,63,36
0,-13,62,35
0,-12,61,34
0,-11,60,33
0,-10,59,32
0,-9,58,31
0,-8,57,30
0,-7,56,29
0,-6,55,28
0,-5,54,27
0,-4,53,26
0,-3,52,25
0,-2,51,24
0,-1,50,23
0,0,49,22
0,0,48,21
0,0,47,20
0,0,46,19
0,0,45,18
0,0,44,17
0,0,43,16
0,0,42,15
0,0,41,14
0,0,40,13
0,0,39,12
0,0,38,11
0,0,37,10
0,0,36,9
0,0,35,8
0,0,34,7
0,0,33,6
0,0,32,5
0,0,31,4
0,0,30,3
0,0,29,2
0,0,28,1
0,0,27,0
0,0,26,0
0,0,25,0
0,0,24,0
0,0,23,0
0,0,22,0
0,0,21,0
0,0,20,0
0,0,19,0
0,0,18,0
0,0,17,0
0,0,16,0
0,0,15,0
0,0,14,0
0,0,13,0
0,0,12,0
0,0,11,0
0,0,10,0
0,0,9,0
0,0,8,0
0,0,7,0
0,0,6,0
0,0,5,0
0,0,4,0
0,0,3,0
0,0,2,0
0,0,1,0
0,0,0,0
