0,0,0,0
0,-2,2,1
-1,-17,18,12
-6,-22,23,14
-13,-25,26,17
-23,-27,30,19
-35,-30,32,21
-36,-33,36,21
-37,-35,40,22
-38,-38,43,22
-38,-40,46,22
-39,-42,50,23
-39,-45,53,22
-40,-47,57,22
-40,-49,60,22
-40,-50,63,22
-41,-52,65,22
-41,-54,68,22
-41,-56,70,22
-41,-57,73,22
-41,-59,75,23
-42,-60,77,23
-42,-62,79,23
-42,-63,81,24
-42,-65,84,24
-42,-66,86,24
-42,-68,88,24
-42,-69,90,25
-43,-70,90,28
-43,-70,90,30
-43,-71,90,33
-43,-71,90,35
-43,-72,90,38
-43,-72,90,40
-43,-72,90,42
-43,-73,90,44
-43,-73,90,47
-43,-73,90,48
-43,-73,90,50
-43,-73,90,52
-43,-73,90,54
-43,-73,90,56
-43,-72,90,58
-43,-72,90,59
-43,-72,90,61
-43,-71,90,63
-43,-71,90,64
-43,-71,90,66
-43,-70,90,67
-43,-69,90,69
-43,-69,90,70
-43,-68,90,71
-43,-67,90,72
-43,-66,90,74
-43,-65,90,75
-43,-64,90,76
-43,-63,90,77
-43,-62,90,78
-43,-61,90,79
-43,-60,90,80
-43,-59,90,81
-43,-57,90,82
-43,-56,90,82
-43,-55,90,83
-43,-53,90,84
-43,-51,90,84
-43,-50,90,85
-43,-48,90,85
-43,-46,90,85
-43,-45,90,86
-43,-43,90,86
-43,-41,90,86
-43,-39,90,86
-43,-37,90,86
-43,-35,90,86
-43,-33,90,86
-43,-31,90,86
-43,-29,90,85
-43,-27,90,85
-43,-25,90,85
-43,-24,90,84
-43,-21,90,84
-43,-19,90,83
-43,-17,89,82
-43,-16,89,82
-43,-14,90,81
-43,-12,89,80
-43,-10,89,79
-43,-8,89,78
-43,-6,89,77
O,P,E,N
-43,-5,89,78
-43,-5,89,77
-43,-5,89,78
-42,-4,89,77
-42,-4,89,78
-42,-4,89,77
-42,-3,89,78
-42,-3,89,77
-42,-3,90,77
-42,-2,89,77
-42,-2,89,77
-42,-1,89,78
-42,-1,89,77
-42,-1,89,77
-42,0,89,78
-42,0,89,78
-42,0,89,78
-42,0,88,78
-41,1,89,78
-41,1,88,78
-41,2,88,78
-41,2,88,78
-41,2,89,78
-41,2,89,78
-41,3,89,78
-41,3,88,78
-41,4,88,78
-41,4,88,78
-41,4,89,77
-41,5,88,78
-41,5,89,77
-41,5,88,78
-41,6,89,77
-40,7,88,78
-40,7,88,78
-40,7,88,78
-40,8,88,77
-40,8,88,77
-40,8,88,77
-40,8,88,77
-40,9,88,77
-40,9,89,76
-40,9,88,77
-40,10,89,76
-40,10,88,77
-40,11,88,76
-40,11,88,76
-40,11,88,76
-39,12,88,76
-39,12,89,76
-39,13,88,76
-39,13,88,76
-39,14,88,76
-39,14,88,76
-39,14,88,75
-39,15,88,75
-39,15,88,75
-39,16,88,75
-39,16,87,76
-39,17,87,75
C,L,O,S
-38,17,87,75
-38,16,87,76
-37,15,87,76
-37,14,87,77
-36,13,87,77
-35,11,87,78
-35,10,87,79
-34,9,87,79
-33,8,87,80
-33,7,87,80
-32,6,86,81
-31,5,86,81
-30,4,86,81
-30,3,86,82
-29,2,85,82
-29,1,85,83
-28,0,85,83
-27,0,84,83
-27,0,84,84
-26,-1,84,84
-25,-2,83,84
-25,-3,83,84
-24,-4,82,85
-23,-5,82,85
-23,-5,82,85
-22,-6,81,85
-22,-7,81,85
-21,-7,80,85
-21,-8,80,85
-20,-9,80,85
-19,-10,79,85
-19,-10,79,85
-18,-11,78,85
-17,-11,78,85
-17,-12,77,85
-16,-12,77,84
-16,-13,77,84
-15,-13,76,84
-14,-14,76,84
-14,-14,75,83
-13,-15,75,83
-13,-15,74,83
-12,-15,73,83
-11,-15,73,82
-11,-15,72,82
-10,-15,71,82
-10,-16,71,82
-9,-16,70,81
-9,-16,70,81
-8,-16,69,80
-8,-16,68,80
-7,-16,68,79
-7,-16,67,79
-6,-16,66,79
-6,-16,65,78
-5,-15,65,78
-5,-15,64,77
-4,-15,63,77
-4,-15,62,76
-3,-14,61,76
-3,-14,61,75
-3,-14,60,75
-2,-13,59,74
-2,-13,58,74
-1,-13,57,73
-1,-12,56,73
0,-12,56,72
0,-11,54,72
0,-11,54,71
0,-11,53,71
0,-10,52,70
1,-10,51,69
1,-9,50,69
1,-8,49,68
2,-8,48,68
2,-7,47,67
3,-7,46,66
3,-6,45,66
3,-5,44,65
4,-4,42,64
4,-4,41,64
4,-3,40,63
5,-2,39,62
5,-1,38,62
5,0,37,61
6,0,35,60
6,0,34,60
6,1,33,59
7,2,32,58
7,3,30,57
7,4,30,57
7,5,29,57
7,4,30,57
7,4,30,57
7,4,31,57
7,4,31,57
7,3,32,57
7,3,32,56
7,3,33,56
7,3,33,56
7,2,34,56
7,2,34,56
7,2,35,56
7,2,35,55
7,1,36,55
7,1,36,55
7,1,37,55
7,1,37,55
7,0,38,54
7,0,38,54
7,0,39,54
7,0,39,54
7,0,40,54
7,0,40,53
7,0,41,53
7,0,41,53
7,-1,42,53
7,-1,42,53
7,-1,43,52
7,-1,43,52
7,-2,43,52
7,-2,44,52
7,-2,44,52
7,-2,45,51
7,-2,45,51
7,-3,46,51
7,-3,46,51
7,-3,47,51
7,-3,47,50
7,-3,48,50
7,-4,48,50
7,-4,48,50
7,-4,49,50
7,-4,49,50
7,-4,50,49
7,-5,50,49
7,-5,51,49
7,-5,51,49
7,-5,51,49
7,-5,52,48
7,-6,52,48
7,-6,53,48
7,-6,53,48
7,-6,54,48
7,-6,54,47
7,-7,54,47
7,-7,55,47
7,-7,55,47
7,-7,56,47
7,-7,56,46
7,-8,56,46
7,-8,57,46
7,-8,57,46
7,-8,58,46
7,-8,58,45
7,-8,58,45
7,-9,59,45
7,-9,59,45
7,-9,60,45
7,-9,60,44
7,-9,60,44
7,-9,61,44
7,-10,61,44
7,-10,62,44
7,-10,62,44
7,-10,62,43
7,-10,63,43
7,-10,63,43
7,-11,64,43
7,-11,64,43
7,-11,64,42
7,-11,65,42
7,-11,65,42
7,-11,65,42
7,-12,66,42
7,-12,66,41
7,-12,67,41
7,-12,67,41
7,-12,67,41
7,-12,68,41
O,P,E,N
