0,0,0,0
4,0,1,1
13,-5,8,11
33,-31,32,50
47,-36,39,61
48,-37,45,67
48,-38,50,72
48,-37,55,77
48,-35,59,80
48,-33,63,82
48,-29,67,83
48,-24,70,84
48,-19,73,82
48,-12,75,80
48,-5,76,76
48,2,76,71
48,11,76,66
48,19,74,60
48,28,71,54
48,38,68,47
-91,0,0,0
48,38,67,47
47,34,70,50
45,29,72,53
44,24,74,57
42,19,76,60
40,15,77,63
38,10,78,66
36,6,79,68
34,2,79,71
32,-1,79,73
29,-5,79,75
27,-8,79,77
24,-11,78,78
21,-14,77,79
18,-17,76,80
14,-20,75,80
11,-22,74,80
7,-23,72,80
4,-24,70,79
0,-25,68,78
91,0,0,0
0,-24,67,77
0,-23,66,76
0,-22,65,75
0,-21,64,74
0,-20,63,73
0,-19,62,72
0,-18,61,71
0,-17,60,70
0,-16,59,69
0,-15,58,68
0,-14,57,67
0,-13,56,66
0,-12,55,65
0,-11,54,64
0,-10,53,63
0,-9,52,62
0,-8,51,61
0,-7,50,60
0,-6,49,59
0,-5,48,58
0,-4,47,57
0,-3,46,56
0,-2,45,55
0,-1,44,54
0,0,43,53
0,0,42,52
0,0,41,51
0,0,40,50
0,0,39,49
0,0,38,48
0,0,37,47
0,0,36,46
0,0,35,45
0,0,34,44
0,0,33,43
0,0,32,42
0,0,31,41
0,0,30,40
0,0,29,39
0,0,28,38
0,0,27,37
0,0,26,36
0,0,25,35
0,0,24,34
0,0,23,33
0,0,22,32
0,0,21,31
0,0,20,30
0,0,19,29
0,0,18,28
0,0,17,27
0,0,16,26
0,0,15,25
0,0,14,24
0,0,13,23
0,0,12,22
0,0,11,21
0,0,10,20
0,0,9,19
0,0,8,18
0,0,7,17
0,0,6,16
0,0,5,15
0,0,4,14
0,0,3,13
0,0,2,12
0,0,1,11
0,0,0,10
0,0,0,9
0,0,0,8
0,0,0,7
0,0,0,6
0,0,0,5
0,0,0,4
0,0,0,3
0,0,0,2
0,0,0,1
0,0,0,0
